Bouncer,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105754888/bouncer,5.11d,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Hip at the Lip,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108403333/hip-at-the-lip,5.12a,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Road Rash Roof,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750427/road-rash-roof,5.12a,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Head Up Activity,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112485378/head-up-activity,5.12-,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Ghetto Head,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/111304895/ghetto-head,5.12-,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Head Up Dirty,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107294783/head-up-dirty,5.12,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Power Play,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108234213/power-play,5.12,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Full House,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105754885/full-house,5.12b/c,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Indirect Savant,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107342969/indirect-savant,5.12c,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Road Warrior,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750430/road-warrior,5.12c/d,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
The Savage,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/110691620/the-savage,5.12d,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Notorious,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108071567/notorious,5.12d,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Machine Gun Funk,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107563841/machine-gun-funk,5.13a,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Life After Death,High Wire Crag > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108102092/life-after-death,5.13b/c,39.7378,-105.3196,High Wire Crag,Clear Creek Canyon,
Beach Front,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/109515040/beach-front,5.9,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Original Route,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751882/original-route,5.9,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Clear Water Revival,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108286897/clear-water-revival,5.9,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Right To Laugh,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751417/right-to-laugh,5.9+,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Water Sports,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108286856/water-sports,5.9+,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Muddy Waters,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750508/muddy-waters,5.10a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
The River Mild,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748322/the-river-mild,5.10c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Grilled Trout,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748328/grilled-trout,5.10c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Flood Control,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751912/flood-control,5.10c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Old Man River,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750511/old-man-river,5.10c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
River Walk,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108286752/river-walk,5.10+,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Bottom Side Down,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748307/bottom-side-down,5.10c/d,39.7373,-105.3189,River Wall,Clear Creek Canyon,
River Grill,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751909/river-grill,5.10d,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Take Me to the River,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748355/take-me-to-the-river,5.11a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Water Sports Direct Start,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108759963/water-sports-direct-start,5.11-,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Overflow,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751927/overflow,5.11b,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Human Rites,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751378/human-rites,5.11,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Up A Creek,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751888/up-a-creek,5.11c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
River Jam,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105932127/river-jam,5.11c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Goin' Fishin',River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/110857872/goin-fishin,5.11+,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Splash,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105749620/splash,5.11c/d,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Float Trip,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751885/float-trip,5.12a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
White Water,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748337/white-water,5.12a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Adventure Kayak Trundle,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748346/adventure-kayak-trundle,5.12a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Right to Life,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751423/right-to-life,5.12a,39.7373,-105.3189,River Wall,Clear Creek Canyon,
River Dance,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748349/river-dance,5.12b,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Viagra Falls,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750211/viagra-falls,5.12b/c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
The River Wild,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750790/the-river-wild,5.12c,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Slacker,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751384/slacker,5.12c/d,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Evil,River Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105753571/evil,5.13b,39.7373,-105.3189,River Wall,Clear Creek Canyon,
Centerfold,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105756814/centerfold,5.10a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Pretty Woman,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106274771/pretty-woman,5.10a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Hot Stuff,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105749551/hot-stuff,5.10,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Leftover Stuff,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762381/leftover-stuff,5.10,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Little Kitten,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105760011/little-kitten,5.10b/c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Vixen,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748403/vixen,5.10c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Recovery,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748409/recovery,5.10c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Foxy,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105753520/foxy,5.10d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Reefer Madness,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748397/reefer-madness,5.11a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Roadrunner,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762180/roadrunner,5.11-,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Curvaceous,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750487/curvaceous,5.11b,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Stone Free,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750490/stone-free,5.11,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Porn Queen,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105760008/porn-queen,5.11b/c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Casual Stone,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750493/casual-stone,5.11c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Hey Good Lookin',Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750208/hey-good-lookin,5.11d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
.30-06,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762111/30-06,5.12a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Wet Dream,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748415/wet-dream,5.12a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Y2K,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105749797/y2k,5.12c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Sweet Thing,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105758083/sweet-thing,5.12c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Ten-Digit Dialing,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748421/ten-digit-dialing,5.12c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Goin' The Distance,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752188/goin-the-distance,5.12d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Slinky,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106465205/slinky,5.12d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Slender Babe,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106465216/slender-babe,5.12d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Black and Tan,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752038/black-and-tan,5.13a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Creekside Prophet,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/114391019/creekside-prophet,5.13a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Wiled Horses,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106241180/wiled-horses,5.13-,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Double Stout,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106812289/double-stout,5.13b,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Harlot,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/110660967/harlot,5.13d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Interstellar Overdrive,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105756319/interstellar-overdrive,5.13d,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Mission Plausible,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/110173236/mission-plausible,5.14a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Hellcat,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/110660992/hellcat,5.14a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
"Double Stout (w/ extension, AKA Imperial Stout)",Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/109998076/double-stout-w-extension-aka-imperial-stout,5.14a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
American Mustang,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108802559/american-mustang,5.14a/b,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Mission Overdrive,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107914385/mission-overdrive,5.14b,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
7-Minute Abs,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112358645/7-minute-abs,5.14b,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Mission Impossible,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107166892/mission-impossible,5.14c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon,
Battle With a Bush,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106432897/battle-with-a-bush,5.9,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Hooves!,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107152427/hooves,5.9+,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Mirthmobile,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748457/mirthmobile,5.10a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Killer Pillar,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748469/killer-pillar,5.10b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Halle-Bop,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748463/halle-bop,5.10d,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Relative To Standing,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106633355/relative-to-standing,5.11-,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Groan Up,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750376/groan-up,5.11c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Mildage,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762819/mildage,5.11+,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Suburban Cowgirls,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751459/suburban-cowgirls,5.11d,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Breakfast Club,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750151/breakfast-club,5.12a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
City Slickers,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748475/city-slickers,5.12a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Hangman,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750133/hangman,5.12b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Moving Out,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750136/moving-out,5.12b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Suspended Sentence,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751462/suspended-sentence,5.12b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Sucking My Will to Live,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748481/sucking-my-will-to-live,5.12c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Inner Gorilla,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/107103744/inner-gorilla,5.12d,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Flying Cowboys,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750148/flying-cowboys,5.12d,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Sucking My Will to Squeeze,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106657305/sucking-my-will-to-squeeze,5.13a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Crying Flyboys,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106663728/crying-flyboys,5.13a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Squeezing My Will to Live,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106359973/squeezing-my-will-to-live,5.13a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Flying Child,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/108028615/flying-child,5.13a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Problem Child,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106628158/problem-child,5.13b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Tater Tot,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106782839/tater-tot,5.13b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Portraits of Gorillas,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112271507/portraits-of-gorillas,5.13b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
River Run,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750709/river-run,5.13b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Squeeze Play,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762021/squeeze-play,5.13b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Public Solitude,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750703/public-solitude,5.13,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Public Play,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106184227/public-play,5.13c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Public Suck Shine,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106604457/public-suck-shine,5.13c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Less Happy Fun Time,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106747083/less-happy-fun-time,5.13c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Grim Aura,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105756169/grim-aura,5.13d,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Eternal Recurrence,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105756274/eternal-recurrence,5.14a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Portrait in Flesh,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/109676924/portrait-in-flesh,5.14a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Primeval,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105758113/primeval,5.14a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Shine,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105750706/shine,5.14a,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Primetime To Shine,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105763653/primetime-to-shine,5.14b,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Super Happy Fun Time,Primo Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106738264/super-happy-fun-time,5.14b/c,39.73929,-105.41527,Primo Wall,Clear Creek Canyon,
Mr. Mistoffeles,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752509/mr-mistoffeles,5.9,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Thinning the Herd,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112826302/thinning-the-herd,5.9,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Crystal Cat,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/111688326/crystal-cat,5.9+,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
MacCavity,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752512/maccavity,5.9+,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Summer Fling,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/111691354/summer-fling,5.10a,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Overflow Direct,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112826254/overflow-direct,5.10a,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Nasty Kat,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/112825509/nasty-kat,5.10a,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Mungajerry,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752506/mungajerry,5.10a,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Old Deuteronomy,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105749185/old-deuteronomy,5.10a,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Jellicle Cats,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751141/jellicle-cats,5.10a/b,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Gus,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752515/gus,5.10b,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Rumple Teaser,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105749188/rumple-teaser,5.10b,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
Rum Tum Tugger,The Catslab > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105758086/rum-tum-tugger,5.11b/c,39.7428,-105.4043,The Catslab,Clear Creek Canyon,
